Angler ID,Primary Regional Monitoring Group,Secondary Regional Monitoring Group,Do Not Contact,# Volunteer Days 2007,Dates Fished 2007,2007 Total (+/-) Fishing Time (days),# Volunteer Days 2008,Dates Fished 2008,2008 Total (+/-) Fishing Time (days),# Volunteer Days 2009,Dates Fished 2009,2009 Total (+/-) Fishing Time (days),# Volunteer Days 2010,Dates Fished 2010,2010 Total (+/-) Fishing Time,# Volunteer Days 2011,Dates Fished 2011,2011 Total (+/-) Fishing Time,# Volunteer Days 2012,Dates Fished 2012,2012 Total (+/-) Fishing Time,# Volunteer Days 2013,Dates Fished 2013,2013 Total (+/-) Fishing Time,# Volunteer Days 2014,Dates Fished 2014,2014 Total (+/-) Fishing Time,# Volunteer Days 2015,Dates Fished 2015,2015 Total (+/-) Fishing Time,# Volunteer Days 2016,Dates Fished 2016,2016 Total(+/-) Fishing Time,# Volunteer Days 2017,Dates Fished 2017,2017 Total (+/-) Fishing Time (mins),# Volunteer Days 2018,Dates Fished 2018,2018 Total (+/-) Fishing Time (mins),# Volunteer Days 2019,Dates Fished 2019,2019 Total (+/-) Fishing Time (mins),# of Volunteer Days 2020,Dates Fished 2020,2020 Total (+/-) Fishing Time (mins),# Volunteer Days 2021,Dates Fished 2021,2021 Total (+/-) Fishing Time (mins)
A474,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (10),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A475,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (10),-0.999999344,2,"September (18, 19)",-4.000000477,7,"August (19, 20, 26), September (9, 10, 16, 17)",-13.5,4,"August (20), September (10, 11, 17)",-1,,,,2,"Aug-8, Aug-11",-7.5,4,"(August 1, 3), September (18, 20)",-7,4,"August (7, 9), September (5, 7)",-3.25,0,,0,,,,3,"August (10), September (7, 9)",-12.5
A476,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (10),-0.499999672,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A477,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (10),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A478,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (11),0,1,August (6),0,0,,,,,,,,,,,,,,,1,August (28),0,0,,0,,,,,,
A479,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (15),-2.000000238,1,September (4),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A480,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (15),0,0,,,0,,,,,,,,-9,,,,,,,,,,0,,0,,,,,,
A481,MLML,,FALSE,0,,,0,,,0,,,0,,,3,"August (15, 16, 18)",-4.000000477,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A482,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (16),-2.000000238,0,,,0,,,,,,,,,,,,,,,1,July (25),-4,0,,0,,,,1,July (27),-6
A483,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (16),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A484,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (16),-0.999999344,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A485,MLML,,TRUE,0,,,0,,,0,,,0,,,1,August (17),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A486,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (17),-0.999999344,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A487,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (17),-0.999999344,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A488,MLML,,FALSE,0,,,0,,,0,,,0,,,3,"August (17), September (15), October (10)",-0.999999344,9,"August (9, 15, 16, 17, 23), September (5, 6, 7, 28)",-2.000000238,3,"August (14, 15), September (28)",-4.999999523,6,"August (6, 7, 20), September (4, 5, 8)",0,3,"August (4, 5, 6)",-2.5,6,"Aug-12,18,19; Sept-9,27,28",0,13,"July (19, 27), August (2, 3, 9, 10), September (11, 12, 20, 24, 27, 28, 29)",-10,7,"10/8, 10/18, July (25, 26), August (9, 16), September (7)",-13.25,8,"August (7, 13) September (11, 19),SPT02_19,SPT03_19,BHT05_19,BHT06_19",-3,7,"August (18), Septebmber (2), 9/10, 10/13, 10/14, 10/22, BHT02_20",-7.5,14,"July (26, 27, 29), September (22), October (6, 7, 20), November (8, 15, 16), SPT03_21, SPT04_21, BHT05_21, BHT06_21",-1.5
A489,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,9-Aug,-1,,,,2,"July (24, 25)",-5.5,2,August (6) September (17),-2.799999952,1,September (1),-2,,,
A490,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (18),-0.999999344,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A491,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (18),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A492,MLML,,FALSE,0,,,0,,,0,,,0,,,1,August (18),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A493,MLML,,FALSE,0,,,0,,,0,,,0,,,2,"August (18), September (13)",-4.000000477,2,"August (14), September (4)",0,0,,,1,August (7),-1,,,,2,"Aug-16, Sept-26",-2,4,"July (27), August (1), September (11, 12)",-15,3,"July (26), August (22), September (24)",-16.5,2,;August (6) September (11),-14,1,August (6),-8.5,,,
A494,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,1,August (4),0,,,,,,,,,,,,,0,,0,,,,,,
A495,MLML,,FALSE,0,,,0,,,0,,,0,,,1,September (13),0,1,August (6),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A496,MLML,,FALSE,0,,,0,,,0,,,0,,,1,September (14),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A497,MLML,,TRUE,0,,,0,,,0,,,0,,,1,September (14),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A498,MLML,,FALSE,0,,,0,,,0,,,0,,,2,"September (14, 15)",0,0,,,0,,,2,"August (4, 5)",0,,,,,,,1,July (27),-2,,,,1,August (7),0,,,,,,
A499,MLML,,FALSE,0,,,0,,,0,,,0,,,1,September (15),0,1,September (5),-2.000000238,0,,,1,September (2),-6,,,,,,,,,,,,,0,,0,,,,,,
A500,MLML,,FALSE,0,,,0,,,0,,,0,,,2,"September (15), October (10)",0,1,August (14),0,0,,,,,,,,,,,,1,August (10),-2,1,July (25),0,0,,0,,,,,,
A501,MLML,,FALSE,0,,,0,,,0,,,0,,,1,September (19),0,1,September (28),0,1,September (27),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A502,MLML,,FALSE,0,,,0,,,0,,,0,,,2,"September (19, 21)",0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A503,MLML,,FALSE,0,,,0,,,0,,,0,,,2,"September (20, 21)",-8.5,2,"September (18, 28)",0,1,September (9),0,2,"August (19), September (18)",0,1,August (12),-1,1,9-Aug,0,,,,,,,0,,0,,,,,,
A504,MLML,,FALSE,0,,,0,,,0,,,0,,,1,September (20),0,2,"August (8), September (19)",-2.000000238,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A505,MLML,,FALSE,0,,,0,,,0,,,0,,,2,"September (21), October (10)",-2.000000238,2,"September (7, 28)",-1.500000477,1,September (9),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A506,MLML,,FALSE,0,,,0,,,0,,,0,,,1,September (21),0,0,,,0,,,,,,,,,,,,,,,1,August (28),0,0,,0,,,,,,
A507,MLML,,FALSE,0,,,0,,,0,,,0,,,1,September (21),-0.999999344,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A508,MLML,,FALSE,0,,,0,,,0,,,0,,,1,September (22),-0.999999344,0,,,0,,,,,,1,August (10),-2,,,,1,August (2),-1,,,,0,,0,1,August (13),-1.5,1,August (9),0
A509,MLML,,FALSE,0,,,0,,,0,,,0,,,1,September (22),-0.999999344,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A510,MLML,,FALSE,0,,,0,,,0,,,0,,,1,September (22),-0.999999344,0,,,0,,,,,,,,,,,,,,,,,,1,;September (19),0,,,,,,
A511,MLML,,FALSE,0,,,0,,,0,,,0,,,2,"September (22), October (10)",0,2,"September (4, 28)",0,8,"August (18, 26, 27), September (16, 17, 23, 24, 27)",-17.19999886,9,"August (5, 6, 19, 20, 27, 28), September (2, 17, 18)",-13,4,"August (3, 5, 11, 13)",-10,8,"Aug(10,11,12,16,17); Sept(6,27,28)",-5.5,8,"July (17, 19, 26), August (1, 3, 10), September (12, 19)",-7.5,4,"August (7, 15), September (5, 24)",-2,4,";August (6, 8, 12) September (12)",-2.299999952,1,August (31),-2.5,2,"August (11, 24)",-4
A512,MLML,,FALSE,0,,,0,,,0,,,0,,,1,October (10),0,4,"September (4, 7, 19, 28)",-1.500000477,7,"August (13, 19, 26), September (16, 23, 24, 27)",-14.49999905,9,"August (4, 6, 19, 20, 27), September (2, 5, 10, 17)",-9.5,4,"August (3, 5, 11, 13)",-9,6,"Aug(10,11,16,17); Sept(27,28)",-13.5,6,"July (17, 26), August (1, 3, 10), September (19)",-10,3,"July (24), August (15), September (5)",-4,4,"August (6, 8, 12) September (12)",-3,1,August (31),-6.5,2,"August (11, 24)",-5.5
A513,MLML,,FALSE,0,,,0,,,0,,,0,,,1,October (10),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A514,MLML,,FALSE,0,,,0,,,0,,,0,,,1,October (10),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A515,MLML,,TRUE,0,,,0,,,0,,,0,,,1,October (10),0,3,"August (7, 8, 9)",-1.500000477,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A516,MLML,,FALSE,0,,,0,,,0,,,0,,,1,October (10),0,1,September (28),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A517,MLML,,TRUE,0,,,0,,,0,,,0,,,0,,,1,August (16),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A518,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (20),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A519,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,PGE,,1,September (10),-0.999999344,,,,,,,1,11-Aug,0,1,September (18),-3,,,,0,,0,,,,,,
A520,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (15),-2.999999523,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A521,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (7),-0.999999344,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A522,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (18),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A523,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (9),-0.499999672,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A524,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,3,"August (8, 23), September (6)",0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A525,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,PGE,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A526,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (20),-0.999999344,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A527,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (4),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A528,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (23),-0.999999344,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A529,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (6),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A530,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,"Sept-16, Sept-26",2,,,,,,,0,,0,,,,,,
A531,MLML,,TRUE,0,,,0,,,0,,,0,,,0,,,1,August (23),-2.000000238,1,August (20),-2.000000238,,,,,,,,,,,,,,,,0,,0,,,,,,
A532,MLML,,TRUE,0,,,0,,,0,,,0,,,0,,,1,August (8),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A533,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (7),-0.999999344,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A534,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,3,"August (15, 17, 23)",-8.000000954,0,,,,,,,,,,,,1,September (26),,,,,0,,0,,,,,,
A535,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (5),-7,0,,,1,September (4),0,,,,,,,,,,,,,0,,0,,,,,,
A536,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (9),2.999999523,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A537,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,2,"August (16), September (19)",0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A538,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (6),-3.500000715,0,,,1,September (10),0,,,,,,,,,,,,,0,,0,,,,,,
A539,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,2,"August (14, 16)",-4.999999523,1,August (12),0,,,,,,,,,,,,,,,,1,September (17),0,,,,,,
A540,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (17),0,0,,,1,August (7),-0.5,,,,2,"Sept-28,29",-1.5,,,,2,"July (24), August (27)",-3,0,,0,,,,3,"September (8, 22), July (26)",
A541,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (7),-3.500000715,0,,,,,,,,,,,,,,,,,,0,,0,1,August (6),0,,,
A542,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (19),-4.000000477,1,August (19),0,1,August (27),0,2,"August (3, 11)",-5,,,,1,September (12),-0.5,,,,0,,0,,,,,,
A543,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (23),0,1,August (20),0,1,August (27),0,,,,1,6-Sep,-2,,,,,,,1,";September (17),",-0.5,1,August (11),-4,,,
A544,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,2,"September (4, 19)",-6.5,4,"August (13, 19, 26), Steptember (16)",-1.500000477,9,"August (4, 6, 19, 20, 27), September (2, 5, 10, 17)",-14.5,4,"August (3, 5, 11, 13)",-5,6,"Aug(10,11,16,17); Sept(27,28)",-2,4,"July (17, 26), September (12, 19)",-9,3,"July (24), August (15), September (5)",-3.5,3,";August (6, 12) September (12)",-3,1,August (31),-3.5,2,"August (11, 24)",-11.5
A545,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,5,"August (17), September (4, 5, 6, 7)",-4.999999523,0,,,,,,1,August (6),0,2,"Sept-26,Sept-29",-1,,,,,,,0,,0,,,,,,
A546,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,2,"August (17), September (28)",0,1,September (27),-1.500000477,,,,,,,,,,,,,,,,0,,0,,,,,,
A547,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (14),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A548,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,2,"August (8), September (20)",-0.999999344,1,September (9),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A549,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (18),-4.999999523,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A550,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,2,"August (14, 15)",-6.000000477,1,August (14),-17,2,"September (4, 5)",-4,,,,,,,2,"August (7, 8)",5,1,August (22),-3,0,,0,1,September (1),0,,,
A551,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (20),-0.999999344,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A552,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (16),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A553,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,September (19),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A554,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A555,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,8,"August (9, 16, 17, 23), September (5, 6, 19, 20)",-0.999999344,3,"July (15, 16), September (16)",0.999999344,2,"September (2, 5)",-1,,,,0,,0,,,,1,July (24),-3,1,;September (19),0,,,,1,August (10),-1.5
A556,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,3,"August (16), September (5, 18)",-2.999999523,0,,,,,,,,,,,,2,"August (7), September (28)",0,,,,1,"August (13),SPT03_19",-14,1,September (3),-0.800000012,1,July (29),-5
A557,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,6,"August (16, 17, 23), September (18, 20, 28)",-0.999999344,1,September (16),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A558,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,4,"August (9, 23), September (5, 19)",0,0,,,1,August (7),-2,,,,1,8-Sep,0,,,,1,July (25),0,0,,0,,,,,,
A559,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,7,"August (9, 16, 17, 23), September (18, 20, 28)",-2.000000238,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A560,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,7,"August (16, 17, 23), September (5, 6, 19, 20)",-1.500000477,1,August (27),0,,,,,,,0,,0,,,,,,,0,,0,,,,,,
A561,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,August (17),,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A562,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (13),0,,,,,,,,,,,,,1,August (14),-2.5,0,,0,,,,,,
A563,MLML,,TRUE,0,,,0,,,0,,,0,,,0,,,1,PGE,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A564,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,PGE,,3,"September (10, 27, 28)",-4.5,1,August (27),0,2,"August (10, 11)",-3.5,3,"Aug-9, Aug-17, Sept-6",0,4,"July (19, 26), September (12, 13)",-4,2,"August (22), September (6)",0,0,,0,1,August (18),-3.5,3,"July (28), August (18), September (7)",-4.5
A565,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,PGE,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A566,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,PGE,,0,,,,,,1,August (5),0,1,6-Sep,0,1,July (19),-5,,,,0,,0,,,,,,
A567,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,PGE,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A568,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,PGE,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A569,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,1,PGE,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A570,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (12),-4.999999523,,,,,,,,,,,,,,,,0,,0,,,,,,
A571,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (12),-8.000000954,,,,1,August (13),0,,,,,,,,,,0,,0,,,,,,
A572,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (12),0,1,August (7),-0.5,1,August (6),0,1,19-Aug,0,2,"August (7), September (11)",-1,1,July (26),0,0,,0,,,,,,
A573,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,4,"August (12, 26), September (16, 17)",-6.000000477,,,,,,,,,,,,,,,,0,,0,,,,,,
A574,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (12),-0.999999344,,,,,,,,,,,,,,,,0,,0,,,,,,
A575,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,September (3),0,,,,,,,,,,,,,0,,0,,,,,,
A576,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (15),-4.999999523,,,,1,August (4),0,,,,,,,,,,0,,0,,,,,,
A577,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,2,"August (15, 27)",-0.999999344,,,,,,,,,,1,August (9),-3,,,,0,,0,,,,,,
A578,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,2,"August (15), September (23)",-9,1,September (11),0,,,,,,,,,,,,,1,August (13),-1.5,,,,,,
A579,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (14),-0.999999344,4,"August (7, 19, 20), September (5)",-1,1,August (13),0,2,"Aug-9, Aug-16",-0.5,1,August (9),-1,,,,1,August (6),0,,,,,,
A580,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (15),-2.999999523,,,,,,,,,,,,,,,,0,,0,,,,,,
A581,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (15),-4.000000477,,,,,,,,,,,,,,,,0,,0,,,,,,
A582,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (15),-0.999999344,,,,,,,,,,,,,,,,0,,0,,,,,,
A583,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (13),-2.000000238,,,,,,,,,,,,,,,,0,,0,,,,,,
A584,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (13),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A585,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (14),-8.000000954,,,,,,,,,,,,,,,,0,,0,,,,,,
A586,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (13),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A587,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,2,"August (13), September (28)",-3.500000715,,,,,,,1,18-Aug,0,,,,,,,0,,0,,,,,,
A588,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (19),-1.500000477,,,,,,,,,,,,,,,,0,,0,,,,,,
A589,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,2,"August (19), September (17)",0,,,,,,,,,,1,July (26),-1,,,,0,,0,,,,,,
A590,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (19),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A591,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (19),-0.999999344,,,,,,,,,,,,,,,,0,,0,,,,,,
A592,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (19),-0.999999344,,,,,,,,,,,,,,,,0,,0,,,,,,
A593,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,2,"August (19, 26)",4.999999523,2,"August (4, 27)",-2,2,"August (3, 11)",-11,,,,1,September (12),0,7,"August (8, 15, 21, 22, 27, 29), September (24)",-9,3,";August (6, 12) September (12)",-8.5,1,August (31),-0.5,2,"August (11), September (8)",-2
A594,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (19),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A595,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (19),-2.000000238,,,,,,,,,,,,,,,,0,,0,,,,,,
A596,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,September (9),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A597,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,September (10),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A598,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,September (9),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A599,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,September (9),-0.499999672,,,,,,,,,,,,,,,,0,,0,,,,,,
A600,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (20),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A601,MLML,,TRUE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (26),-2.000000238,,,,,,,,,,,,,,,,0,,0,,,,,,
A602,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (26),0,1,September (17),0,,,,2,"Aug-12, Sept-9",0,1,September (19),-0.5,1,August (7),-1,0,,0,1,August (13),-0.5,,,
A603,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,2,"August (27), September (24)",-0.699999869,,,,,,,,,,,,,,,,0,,0,,,,,,
A604,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,2,"August (26), September (10)",-3.500000715,1,August (28),0,,,,,,,,,,,,,0,,0,,,,,,
A605,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,August (27),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A606,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,September (24),0,,,,,,,,,,,,,,,,0,,0,,,,,,
A607,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,September (27),0,1,September (4),0,2,"August (3, 10)",-2,1,19-Aug,0,4,"July (17), August (8, 10), September (25)",-1,1,August (27),0,0,,0,,,,,,
A608,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,September (24),0,,,,,,,1,29-Aug,-0.5,2,"August (7), September (11)",-0.5,1,August (21),-3,1,;August (7),0,,,,,,
A609,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,3,"September (24, 27, 28)",-2.499999762,2,"August (5, 7)",0,1,August (5),-1.5,2,"Aug16,Aug18",-2,3,"July (17), August (7), September (11)",-2.5,,,,0,,0,,,,1,July (29),-11.5
A610,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,2,"September (27, 28)",-0.999999344,,,,,,,,,,,,,,,,0,,0,,,,,,
A611,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,September (28),0.499999672,,,,,,,,,,,,,,,,0,,0,,,,,,
A612,MLML,,FALSE,0,,,0,,,0,,,0,,,0,,,0,,,1,September (28),-0.499999672,,,,,,,,,,,,,,,,0,,0,,,,,,
A613,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,6,"August (4, 7), September (2, 3, 5, 10)",0,,,,1,9-Sep,0,,,,,,,0,,0,,,,,,
A614,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,5,"August (4, 7), September (2, 5, 11)",0,,,,,,,,,,,,,0,,0,,,,,,
A615,MLML,,TRUE,,,,,,,,,,,,,,,,,,,,,,1,August (5),0,,,,,,,,,,,,,0,,0,,,,,,
A616,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,2,"August (5), September (2)",-4,,,,1,26-Sep,0,2,"July (26), August (10)",-1.75,1,September (21),,2,"SPT01_19,SPT02_19",-2,3,"August (6), Septebmber (2),SPT04_20",-12.5,5,"July (28, 29), August (23), BHT05_21, BHT06_21",-10.5
A617,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,1,August (6),0,,,,,,,,,,,,,0,,0,,,,,,
A618,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,1,August (6),0,,,,,,,,,,,,,0,,0,,,,,,
A619,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,1,August (7),0,,,,,,,,,,,,,0,,0,,,,,,
